nome_municipio,codigo_ibge,idhm_educa,idhm_renda,qtd_pes_baixa_renda,qtd_pes_pob
Miranda (MS),500560,0.507,0.638,3216,10310
Miranda do Norte (MA),210675,0.55,0.55,1938,10366
Mirandiba (PE),260930,0.525,0.512,2672,7467
Mirandópolis (SP),353010,0.665,0.732,1951,2574
Mirangaba (BA),292140,0.454,0.512,1494,9437
Miranorte (TO),171330,0.571,0.633,2222,3656
Mirante (BA),292145,0.386,0.524,1380,4781
Mirante da Serra (RO),110130,0.494,0.673,2202,1902
Mirante do Paranapanema (SP),353020,0.674,0.67,2294,2578
Miraselva (PR),411600,0.707,0.694,247,181
Mirassol (SP),353030,0.698,0.748,4989,3938
Mirassol D'Oeste (MT),510562,0.592,0.723,4010,6500
Mirassolândia (SP),353040,0.69,0.704,395,927
Miravânia (MG),314225,0.492,0.544,758,1497
Mirim Doce (SC),421085,0.633,0.683,251,53
Mirinzal (MA),210680,0.582,0.546,776,9648
Missal (PR),411605,0.608,0.714,945,1501
Missão Velha (CE),230840,0.552,0.579,5714,19611
Mocajuba (PA),150460,0.467,0.539,2770,25904
Mococa (SP),353050,0.709,0.756,4558,6925
Modelo (SC),421090,0.659,0.751,209,223
Moeda (MG),314230,0.494,0.657,897,757
Moema (MG),314240,0.629,0.703,1042,1378
Mogeiro (PB),250940,0.481,0.538,1917,7060
Mogi das Cruzes (SP),353060,0.74,0.762,34645,79007
Mogi Guaçu (SP),353070,0.736,0.74,10777,12986
Mogi Mirim (SP),353080,0.715,0.767,5311,5885
Moiporá (GO),521340,0.632,0.652,261,330
Moita Bonita (SE),280410,0.429,0.596,1996,4318
Moju (PA),150470,0.375,0.578,11931,39876
Mombaça (CE),230850,0.489,0.549,5660,18152
Mombuca (SP),353090,0.607,0.746,554,671
Monção (MA),210690,0.464,0.499,2721,17272
Monções (SP),353100,0.773,0.731,226,173
Mondaí (SC),421100,0.657,0.728,721,125
Mongaguá (SP),353110,0.699,0.719,6317,14586
Monjolos (MG),314250,0.548,0.612,406,375
Monsenhor Gil (PI),220640,0.524,0.568,1627,3995
Monsenhor Hipólito (PI),220650,0.404,0.591,978,4507
Monsenhor Paulo (MG),314260,0.654,0.682,1262,1087
Monsenhor Tabosa (CE),230860,0.538,0.545,1671,10008
Montadas (PB),250950,0.505,0.545,1000,2953
Montalvânia (MG),314270,0.492,0.586,2458,4891
Montanha (ES),320350,0.535,0.679,3367,5430
Montanhas (RN),240770,0.447,0.553,1578,5961
Montauri (RS),431235,0.662,0.79,77,13
Monte Alegre (PA),150480,0.495,0.541,8053,35940
Monte Alegre (RN),240780,0.507,0.578,3343,8908
Monte Alegre de Goiás (GO),521350,0.481,0.592,1019,3378
Monte Alegre de Minas (MG),314280,0.516,0.699,2353,3717
Monte Alegre de Sergipe (SE),280420,0.431,0.539,1569,9315
Monte Alegre do Piauí (PI),220660,0.474,0.531,1638,5041
Monte Alegre do Sul (SP),353120,0.678,0.752,515,580
Monte Alegre dos Campos (RS),431237,0.501,0.667,388,510
Monte Alto (SP),353130,0.707,0.746,2381,2987
Monte Aprazível (SP),353140,0.72,0.781,2830,2526
Monte Azul (MG),314290,0.578,0.611,2579,6920
Monte Azul Paulista (SP),353150,0.69,0.733,1305,2089
Monte Belo (MG),314300,0.567,0.677,1689,1867
Monte Belo do Sul (RS),431238,0.663,0.752,40,33
Monte Carlo (SC),421105,0.511,0.648,1786,999
Monte Carmelo (MG),314310,0.62,0.716,4030,2793
Monte Castelo (SC),421110,0.581,0.641,936,2074
Monte Castelo (SP),353160,0.709,0.706,482,562
Monte das Gameleiras (RN),240790,0.509,0.56,584,1408
Monte do Carmo (TO),171360,0.489,0.608,1058,2204
Monte Formoso (MG),314315,0.396,0.523,756,1625
Monte Horebe (PB),250960,0.463,0.579,661,2356
Monte Mor (SP),353180,0.639,0.713,8495,10800
Monte Negro (RO),110140,0.454,0.645,2285,3570
Monte Santo (BA),292150,0.359,0.515,6647,28267
Monte Santo de Minas (MG),314320,0.595,0.689,3077,2817
Monte Santo do Tocantins (TO),171370,0.547,0.572,528,781
Monte Sião (MG),314340,0.59,0.732,2170,3133
Monteiro (PB),250970,0.558,0.625,4622,15431
Monteiro Lobato (SP),353170,0.627,0.692,467,1182
Monteirópolis (AL),270540,0.443,0.497,1068,4189
Montenegro (RS),431240,0.654,0.761,5034,5867
Montes Altos (MA),210700,0.486,0.534,1408,4804
Montes Claros (MG),314330,0.744,0.707,69478,61624
Montes Claros de Goiás (GO),521370,0.622,0.704,1437,1022
Montezuma (MG),314345,0.425,0.587,1054,2534
Montividiu (GO),521375,0.644,0.738,1801,1593
Montividiu do Norte (GO),521377,0.488,0.578,511,1704
Morada Nova (CE),230870,0.525,0.569,7251,24694
Morada Nova de Minas (MG),314350,0.59,0.688,1169,622
Moraújo (CE),230880,0.516,0.495,1473,3894
Moreilândia (PE),261430,0.54,0.522,1606,7247
Moreira Sales (PR),411610,0.57,0.673,1267,2913
Moreno (PE),260940,0.564,0.61,7303,22892
Mormaço (RS),431242,0.576,0.735,274,296
Morpará (BA),292160,0.444,0.536,864,4370
Morretes (PR),411620,0.544,0.71,2553,3598
Morrinhos (CE),230890,0.511,0.524,4022,9807
Morrinhos (GO),521380,0.621,0.739,8943,2842
Morrinhos do Sul (RS),431244,0.593,0.72,262,214
Morro Agudo (SP),353190,0.604,0.716,2337,4421
Morro Agudo de Goiás (GO),521385,0.63,0.644,492,863
Morro Cabeça no Tempo (PI),220665,0.435,0.472,692,2890
Morro da Fumaça (SC),421120,0.665,0.732,1550,921
Morro da Garça (MG),314360,0.538,0.619,672,469
Morro do Chapéu (BA),292170,0.478,0.554,5544,12749
Morro do Chapéu do Piauí (PI),220667,0.418,0.536,891,3188
Morro do Pilar (MG),314370,0.422,0.622,379,1030
Morro Grande (SC),421125,0.548,0.742,383,280
Morro Redondo (RS),431245,0.557,0.719,809,1272
Morro Reuter (RS),431247,0.653,0.733,191,135
Morros (MA),210710,0.48,0.485,1972,12375
Mortugaba (BA),292180,0.513,0.598,2229,3723
Morungaba (SP),353200,0.627,0.726,1326,1918
Mossâmedes (GO),521390,0.623,0.696,1015,521
Mossoró (RN),240800,0.663,0.694,38918,63386
Mostardas (RS),431250,0.493,0.701,1377,2793
Motuca (SP),353205,0.691,0.685,393,519
Mozarlândia (GO),521400,0.565,0.684,1785,4386
Muaná (PA),150490,0.391,0.54,5244,23183
Mucajaí (RR),140030,0.547,0.661,2027,12002
Mucambo (CE),230900,0.541,0.565,2586,5483
Mucugê (BA),292190,0.48,0.589,1747,4790
Muçum (RS),431260,0.654,0.757,350,255
Mucuri (BA),292200,0.541,0.679,7607,8427
Mucurici (ES),320360,0.577,0.617,1067,1566
Muitos Capões (RS),431261,0.558,0.711,273,449
Muliterno (RS),431262,0.547,0.74,214,207
Mulungu (CE),230910,0.534,0.551,1401,5762
Mulungu (PB),250980,0.423,0.548,968,4533
Mulungu do Morro (BA),292205,0.466,0.517,1162,8194
Mundo Novo (BA),292210,0.429,0.606,1350,11202
Mundo Novo (GO),521405,0.488,0.642,1108,1109
Mundo Novo (MS),500568,0.565,0.707,3344,5670
Munhoz (MG),314380,0.52,0.634,1009,1700
Munhoz de Melo (PR),411630,0.634,0.704,669,763
Muniz Ferreira (BA),292220,0.531,0.581,954,3258
Muniz Freire (ES),320370,0.512,0.637,2968,4472
Muquém do São Francisco (BA),292225,0.445,0.488,1636,6641
Muqui (ES),320380,0.619,0.673,1880,4042
Muriaé (MG),314390,0.634,0.731,12670,15064
Muribeca (SE),280430,0.554,0.575,968,3790
Murici (AL),270550,0.395,0.542,4046,10468
Murici dos Portelas (PI),220669,0.391,0.489,768,3893
Muricilândia (TO),171395,0.524,0.543,592,1358
Muritiba (BA),292230,0.573,0.629,4159,12917
Murutinga do Sul (SP),353210,0.643,0.703,386,732
Mutuípe (BA),292240,0.467,0.618,3176,9293
Mutum (MG),314400,0.511,0.635,4207,5782
Mutunópolis (GO),521410,0.584,0.668,560,1300
Muzambinho (MG),314410,0.652,0.723,3427,2454
Nacip Raydan (MG),314420,0.377,0.64,458,757
Nantes (SP),353215,0.702,0.655,304,386
Nanuque (MG),314430,0.609,0.666,5322,6460
Não-Me-Toque (RS),431265,0.673,0.784,909,654
Naque (MG),314435,0.592,0.632,1500,1835
Narandiba (SP),353220,0.67,0.659,595,755
Natal (RN),240810,0.694,0.768,68007,163231
Natalândia (MG),314437,0.557,0.641,513,1271
Natércia (MG),314440,0.612,0.677,679,586
Natividade (RJ),330310,0.683,0.707,1685,3592
Natividade (TO),171420,0.556,0.646,1488,2656
Natividade da Serra (SP),353230,0.52,0.664,1048,1140
Natuba (PB),250990,0.432,0.516,1598,3876
Navegantes (SC),421130,0.624,0.731,9221,9757
Naviraí (MS),500570,0.597,0.715,6601,9171
Nazaré (BA),292250,0.532,0.637,2716,10876
Nazaré (TO),171430,0.576,0.584,947,1464
Nazaré da Mata (PE),260950,0.604,0.608,5002,9835
Nazaré do Piauí (PI),220670,0.51,0.531,708,3812
Nazaré Paulista (SP),353240,0.559,0.681,2020,3977
Nazareno (MG),314450,0.597,0.662,1236,1413
Nazarezinho (PB),251000,0.449,0.528,1032,3764
Nazária (PI),220672,0.512,0.546,1662,5458
Nazário (GO),521440,0.631,0.702,1396,1480
Neópolis (SE),280440,0.505,0.575,2088,7225
Nepomuceno (MG),314460,0.549,0.658,3624,4653
Nerópolis (GO),521450,0.671,0.681,5363,5679
Neves Paulista (SP),353250,0.707,0.737,799,1189
Nhamundá (AM),130300,0.503,0.513,2704,12870
Nhandeara (SP),353260,0.672,0.755,818,1092
Nicolau Vergueiro (RS),431267,0.66,0.772,173,204
Nilo Peçanha (BA),292260,0.404,0.531,1372,6831
Nilópolis (RJ),330320,0.716,0.731,10147,27292
Nina Rodrigues (MA),210720,0.547,0.474,1252,7544
Ninheira (MG),314465,0.418,0.525,1405,3996
Nioaque (MS),500580,0.483,0.658,2690,3737
Nipoã (SP),353270,0.636,0.701,609,977
Niquelândia (GO),521460,0.64,0.709,6472,4862
Nísia Floresta (RN),240820,0.518,0.601,5361,12470
Niterói (RJ),330330,0.773,0.887,28610,91457
Nobres (MT),510590,0.611,0.675,2214,4783
Nonoai (RS),431270,0.591,0.703,1584,2612
Nordestina (BA),292265,0.467,0.507,1700,6892
Normandia (RR),140040,0.502,0.52,2640,10387
Nortelândia (MT),510600,0.668,0.653,832,1090
Nossa Senhora Aparecida (SE),280445,0.43,0.577,1317,4178
Nossa Senhora da Glória (SE),280450,0.456,0.591,5595,16877
Nossa Senhora das Dores (SE),280460,0.497,0.579,2811,11999
Nossa Senhora das Graças (PR),411640,0.631,0.679,433,174
Nossa Senhora de Lourdes (SE),280470,0.532,0.56,1047,2871
Nossa Senhora de Nazaré (PI),220675,0.462,0.557,706,2439
Nossa Senhora do Livramento (MT),510610,0.529,0.6,1917,3497
Nossa Senhora do Socorro (SE),280480,0.581,0.62,30762,70227
Nossa Senhora dos Remédios (PI),220680,0.411,0.503,462,6644
Nova Aliança (SP),353280,0.684,0.71,725,769
Nova Aliança do Ivaí (PR),411650,0.691,0.673,191,140
Nova Alvorada (RS),431275,0.634,0.763,90,152
Nova Alvorada do Sul (MS),500600,0.554,0.746,3577,3543
Nova América (GO),521470,0.604,0.647,606,985
Nova América da Colina (PR),411660,0.643,0.655,626,754
Nova Andradina (MS),500620,0.616,0.716,6782,8415
Nova Araçá (RS),431280,0.722,0.796,222,117
Nova Aurora (GO),521480,0.697,0.703,361,359
Nova Aurora (PR),411670,0.642,0.726,1009,1337
Nova Bandeirantes (MT),510615,0.469,0.696,3088,2397
Nova Bassano (RS),431290,0.632,0.778,445,236
Nova Belém (MG),314467,0.481,0.563,803,1328
Nova Boa Vista (RS),431295,0.708,0.764,57,34
Nova Brasilândia (MT),510620,0.485,0.673,841,910
Nova Brasilândia D'Oeste (RO),110014,0.524,0.664,3281,2971
Nova Bréscia (RS),431300,0.666,0.836,181,83
Nova Campina (SP),353282,0.577,0.598,1658,2381
Nova Canaã (BA),292270,0.37,0.554,1579,6877
Nova Canaã do Norte (MT),510621,0.572,0.692,1973,771
Nova Canaã Paulista (SP),353284,0.675,0.673,268,149
Nova Candelária (RS),431301,0.643,0.794,192,40
Nova Cantu (PR),411680,0.558,0.646,1144,1348
Nova Castilho (SP),353286,0.755,0.694,159,89
Nova Colinas (MA),210725,0.481,0.502,870,2405
Nova Crixás (GO),521483,0.485,0.674,1651,3169
Nova Cruz (RN),240830,0.537,0.589,4788,15482
Nova Era (MG),314470,0.639,0.675,2174,2241
Nova Erechim (SC),421140,0.686,0.767,318,491
Nova Esperança (PR),411690,0.628,0.723,3185,3563
Nova Esperança do Piriá (PA),150495,0.346,0.482,2224,14056
Nova Esperança do Sudoeste (PR),411695,0.633,0.714,595,577
Nova Esperança do Sul (RS),431303,0.647,0.723,546,474
Nova Europa (SP),353290,0.718,0.718,1180,673
Nova Fátima (BA),292273,0.501,0.575,1068,4085
Nova Fátima (PR),411700,0.584,0.681,1464,1090
Nova Floresta (PB),251010,0.498,0.576,1366,4823
Nova Friburgo (RJ),330340,0.645,0.758,14926,25420
Nova Glória (GO),521486,0.589,0.657,1141,2133
Nova Granada (SP),353300,0.68,0.727,1895,2213
Nova Guarita (MT),510880,0.597,0.671,992,551
Nova Guataporanga (SP),353310,0.644,0.707,228,453
Nova Hartz (RS),431306,0.563,0.694,1819,1666
Nova Ibiá (BA),292275,0.419,0.62,1078,2788
Nova Iguaçu (RJ),330350,0.641,0.691,67138,303163
Nova Iguaçu de Goiás (GO),521487,0.54,0.642,266,689
Nova Independência (SP),353320,0.711,0.675,510,749
Nova Iorque (MA),210730,0.489,0.558,333,2590
Nova Ipixuna (PA),150497,0.435,0.59,1691,5181
Nova Itaberaba (SC),421145,0.605,0.753,406,296
Nova Itarana (BA),292280,0.389,0.508,787,4857
Nova Lacerda (MT),510618,0.485,0.643,864,1956
Nova Laranjeiras (PR),411705,0.517,0.614,1569,4415
Nova Lima (MG),314480,0.704,0.864,8800,8954
Nova Londrina (PR),411710,0.691,0.735,1691,1860
Nova Luzitânia (SP),353330,0.719,0.705,437,465
Nova Mamoré (RO),110033,0.424,0.619,4828,7513
Nova Marilândia (MT),510885,0.623,0.68,516,538
Nova Maringá (MT),510890,0.509,0.702,903,973
Nova Módica (MG),314490,0.527,0.61,613,1171
Nova Monte Verde (MT),510895,0.582,0.69,1101,1753
Nova Mutum (MT),510622,0.673,0.773,6775,2975
Nova Nazaré (MT),510617,0.427,0.621,660,2580
Nova Odessa (SP),353340,0.762,0.755,3140,4641
Nova Olímpia (MT),510623,0.561,0.704,2023,2985
Nova Olímpia (PR),411720,0.631,0.699,845,573
Nova Olinda (CE),230920,0.554,0.567,2891,7714
Nova Olinda (PB),251020,0.453,0.557,748,3017
Nova Olinda (TO),171488,0.535,0.614,2074,3365
Nova Olinda do Maranhão (MA),210735,0.484,0.536,1473,9553
Nova Olinda do Norte (AM),130310,0.412,0.541,3843,17228
Nova Pádua (RS),431308,0.678,0.762,41,51
Nova Palma (RS),431310,0.643,0.762,446,466
Nova Palmeira (PB),251030,0.488,0.567,691,1564
Nova Petrópolis (RS),431320,0.688,0.775,768,437
Nova Ponte (MG),314500,0.562,0.734,1748,1959
Nova Porteirinha (MG),314505,0.556,0.584,1186,2947
Nova Prata (RS),431330,0.686,0.782,1492,1505
Nova Prata do Iguaçu (PR),411725,0.646,0.711,1387,1078
Nova Ramada (RS),431333,0.642,0.752,146,132
Nova Redenção (BA),292285,0.471,0.534,746,4123
Nova Resende (MG),314510,0.525,0.687,2474,3030
Nova Roma (GO),521490,0.529,0.594,581,1063
Nova Roma do Sul (RS),431335,0.602,0.794,54,57
Nova Rosalândia (TO),171500,0.628,0.582,649,750
Nova Russas (CE),230930,0.524,0.585,5091,11453
Nova Santa Bárbara (PR),411721,0.588,0.668,961,812
Nova Santa Helena (MT),510619,0.603,0.745,788,351
Nova Santa Rita (PI),220795,0.425,0.52,621,2497
Nova Santa Rita (RS),431337,0.606,0.716,2960,6503
Nova Santa Rosa (PR),411722,0.66,0.732,1078,567
Nova Serrana (MG),314520,0.597,0.709,14295,8191
Nova Soure (BA),292290,0.439,0.548,3243,12222
Nova Tebas (PR),411727,0.553,0.632,1870,890
Nova Timboteua (PA),150500,0.507,0.564,1531,6033
Nova Trento (SC),421150,0.628,0.749,848,863
Nova Ubiratã (MT),510624,0.529,0.694,1911,655
Nova União (MG),313660,0.568,0.624,975,1677
Nova União (RO),110143,0.442,0.608,1263,1791
Nova Venécia (ES),320390,0.621,0.692,6881,9559
Nova Veneza (GO),521500,0.66,0.671,1916,2242
Nova Veneza (SC),421160,0.703,0.741,678,663
Nova Viçosa (BA),292300,0.546,0.657,7080,13667
Nova Xavantina (MT),510625,0.613,0.713,3140,3572
Novais (SP),353325,0.634,0.712,554,832
Novo Acordo (TO),171510,0.53,0.618,665,1692
Novo Airão (AM),130320,0.434,0.551,3518,7129
Novo Alegre (TO),171515,0.654,0.642,318,541
Novo Aripuanã (AM),130330,0.421,0.532,2641,10887
Novo Barreiro (RS),431349,0.594,0.734,498,918
Novo Brasil (GO),521520,0.598,0.691,483,1040
Novo Cabrais (RS),431339,0.548,0.697,354,503
Novo Cruzeiro (MG),314530,0.415,0.562,4857,9043
Novo Gama (GO),521523,0.567,0.664,14863,23209
Novo Hamburgo (RS),431340,0.629,0.778,16815,22295
Novo Horizonte (BA),292303,0.503,0.558,1547,5655
Novo Horizonte (SC),421165,0.594,0.7,228,117
Novo Horizonte (SP),353350,0.665,0.741,4502,3137
Novo Horizonte do Norte (MT),510627,0.548,0.652,541,607
Novo Horizonte do Oeste (RO),110050,0.527,0.606,1821,1217
Novo Horizonte do Sul (MS),500625,0.523,0.656,507,491
Novo Itacolomi (PR),411729,0.633,0.681,593,376
Novo Jardim (TO),171525,0.52,0.559,524,937
Novo Lino (AL),270560,0.375,0.546,1317,5242
Novo Machado (RS),431342,0.543,0.674,225,443
Novo Mundo (MT),510626,0.577,0.652,1452,1319
Novo Oriente (CE),230940,0.526,0.552,2974,15004
Novo Oriente de Minas (MG),314535,0.4,0.568,1302,3903
Novo Oriente do Piauí (PI),220690,0.418,0.547,786,2564
Novo Planalto (GO),521525,0.55,0.623,718,1181
Novo Progresso (PA),150503,0.519,0.709,5581,8963
Novo Repartimento (PA),150506,0.376,0.557,6552,32931
Novo Santo Antônio (MT),510631,0.526,0.64,288,814
Novo Santo Antônio (PI),220695,0.392,0.536,410,1835
Novo São Joaquim (MT),510628,0.507,0.658,942,1487
Novo Tiradentes (RS),431344,0.566,0.679,254,279
Novo Triunfo (BA),292305,0.43,0.513,874,4518
Novo Xingu (RS),431346,0.708,0.749,145,82
Novorizonte (MG),314537,0.5,0.582,906,1781
Nuporanga (SP),353360,0.656,0.73,573,924
Óbidos (PA),150510,0.499,0.556,6752,30047
Ocara (CE),230945,0.519,0.524,4397,11625
Ocauçu (SP),353370,0.653,0.679,610,966
Oeiras (PI),220700,0.547,0.619,5252,17687
Oeiras do Pará (PA),150520,0.344,0.502,2558,27579
Oiapoque (AP),160050,0.527,0.693,3395,16842
Olaria (MG),314540,0.49,0.638,328,427
Óleo (SP),353380,0.637,0.713,274,486
Olho D'Água (PB),251040,0.452,0.533,762,3329
Olho D'Água das Cunhãs (MA),210740,0.491,0.551,1838,9614
Olho D'Água das Flores (AL),270570,0.422,0.568,2677,9068
Olho D'Água do Casado (AL),270580,0.35,0.527,1131,5126
Olho D'Água do Piauí (PI),220710,0.477,0.537,420,1341
Olho D'Água Grande (AL),270590,0.399,0.473,643,3189
Olho d'Água do Borges (RN),240840,0.482,0.577,568,1554
Olhos-D'Água (MG),314545,0.498,0.607,1038,2329
Olímpia (SP),353390,0.724,0.737,5024,6597
Olímpio Noronha (MG),314550,0.577,0.656,584,617
Olinda (PE),260960,0.675,0.704,42057,119175
Olinda Nova do Maranhão (MA),210745,0.531,0.495,1458,8420
Olindina (BA),292310,0.403,0.534,2735,11843
Olivedos (PB),251050,0.54,0.531,797,1426
Oliveira (MG),314560,0.587,0.691,4408,5275
Oliveira de Fátima (TO),171550,0.614,0.627,400,306
Oliveira dos Brejinhos (BA),292320,0.427,0.533,2715,10014
Oliveira Fortes (MG),314570,0.523,0.616,292,498
Olivença (AL),270600,0.345,0.513,1332,6527
Onça de Pitangui (MG),314580,0.559,0.646,466,529
Onda Verde (SP),353400,0.671,0.693,547,491
Oratórios (MG),314585,0.5,0.627,698,716
Oriente (SP),353410,0.761,0.717,339,688
Orindiúva (SP),353420,0.762,0.719,493,610
Oriximiná (PA),150530,0.52,0.599,10241,35200
Orizânia (MG),314587,0.414,0.551,1516,3550
Orizona (GO),521530,0.612,0.722,2229,1908
Orlândia (SP),353430,0.703,0.765,2255,2772
Orleans (SC),421170,0.657,0.749,1103,1515
Orobó (PE),260970,0.528,0.545,2876,9576
Orocó (PE),260980,0.553,0.536,1434,10657
Orós (CE),230950,0.557,0.582,2566,10848
Ortigueira (PR),411730,0.441,0.632,5493,5749
Osasco (SP),353440,0.718,0.776,64287,103865
Oscar Bressane (SP),353450,0.715,0.713,345,272
Osório (RS),431350,0.646,0.769,3686,7352
Osvaldo Cruz (SP),353460,0.713,0.74,3408,1834
Otacílio Costa (SC),421175,0.681,0.713,1066,980
Ourém (PA),150540,0.438,0.575,2288,10150
Ouriçangas (BA),292330,0.503,0.572,743,4048
Ouricuri (PE),260990,0.419,0.578,10578,28933
Ourilândia do Norte (PA),150543,0.467,0.653,5702,11993
Ourinhos (SP),353470,0.727,0.753,8108,10892
Ourizona (PR),411740,0.644,0.721,447,173
Ouro (SC),421180,0.677,0.774,300,244
Ouro Branco (AL),270610,0.434,0.538,1698,6909
Ouro Branco (MG),314590,0.68,0.753,4048,4004
Ouro Branco (RN),240850,0.558,0.61,937,1644
Ouro Fino (MG),314600,0.622,0.703,2424,1645
Ouro Preto (MG),314610,0.677,0.721,8375,9619
Ouro Preto do Oeste (RO),110015,0.569,0.687,5682,5352
Ouro Velho (PB),251060,0.518,0.585,572,1339
Ouro Verde (SC),421185,0.611,0.696,255,336
Ouro Verde (SP),353480,0.612,0.666,882,2184
Ouro Verde de Goiás (GO),521540,0.674,0.672,597,903
Ouro Verde de Minas (MG),314620,0.459,0.582,804,3665
Ouro Verde do Oeste (PR),411745,0.634,0.688,886,561
Ouroeste (SP),353475,0.736,0.717,1191,682
Ourolândia (BA),292335,0.459,0.547,2152,9639
Ouvidor (GO),521550,0.697,0.721,1396,916
Pacaembu (SP),353490,0.631,0.717,623,1418
Pacajá (PA),150548,0.338,0.541,4955,25484
Pacajus (CE),230960,0.596,0.609,12622,18042
Pacaraima (RR),140045,0.558,0.624,3568,15047
Pacatuba (CE),230970,0.652,0.605,12902,24550
Pacatuba (SE),280490,0.454,0.514,2473,5971
Paço do Lumiar (MA),210750,0.739,0.646,20088,43912
Pacoti (CE),230980,0.58,0.571,1579,5524
Pacujá (CE),230990,0.571,0.562,1156,2869
Padre Bernardo (GO),521560,0.515,0.67,5283,7184
Padre Carvalho (MG),314625,0.471,0.575,693,2415
Padre Marcos (PI),220720,0.427,0.531,699,3533
Padre Paraíso (MG),314630,0.478,0.556,3085,6000
Paes Landim (PI),220730,0.492,0.537,690,2411
Pai Pedro (MG),314655,0.52,0.52,1110,1752
Paial (SC),421187,0.62,0.705,182,124
Paiçandu (PR),411750,0.632,0.697,5624,6424
Paim Filho (RS),431360,0.558,0.725,440,335
Paineiras (MG),314640,0.526,0.691,350,1054
Painel (SC),421189,0.543,0.668,450,353
Pains (MG),314650,0.616,0.717,592,609
Paiva (MG),314660,0.672,0.657,190,372
Pajeú do Piauí (PI),220735,0.427,0.56,434,1253
Palestina (AL),270620,0.467,0.505,671,2680
Palestina (SP),353500,0.645,0.717,969,1532
Palestina de Goiás (GO),521565,0.66,0.656,440,672
Palestina do Pará (PA),150549,0.467,0.574,1065,3560
Palhano (CE),231000,0.628,0.572,1463,4350
Palhoça (SC),421190,0.672,0.752,17838,19954
